# 2018 01 16 06 26 31.900000 35.386 52.731  10.0  1.1 0.0 0.0 0.0        65
DMV  11.880 1.00 Pg
FIR   5.660 1.00 Pg
LAS   4.260 1.00 Pg
SFB  21.400 1.00 Pg
DMV  21.220 1.00 Sg
# 2018 01 16 08 37 07.300000 35.299 49.210  13.0  1.7 0.0 0.0 0.0        66
HAGD  9.760 1.00 Pg
HALM 18.480 1.00 Pg
HSAM 22.740 1.00 Pg
RAZ  20.800 1.00 Sg
RAZ  11.960 1.00 Pg
# 2018 01 16 11 01 50.500000 35.404 52.713  11.8  1.1 0.0 0.0 0.0        67
DMV  11.640 1.00 Pg
FIR   5.560 1.00 Pg
LAS   4.260 1.00 Pg
SFB  21.240 1.00 Pg
LAS   8.500 1.00 Sg
# 2018 01 16 12 36 13.000000 35.376 52.710  10.0  1.2 0.0 0.0 0.0        68
DMV  11.660 1.00 Pg
FIR   5.660 1.00 Pg
LAS   4.520 1.00 Pg
SFB  21.280 1.00 Pg
FIR  10.500 1.00 Sg
# 2018 01 16 12 43 54.800000 35.787 52.595  10.0  1.3 0.0 0.0 0.0        69
ALA   7.320 1.00 Pg
DMV  10.220 1.00 Pg
FIR   4.200 1.00 Pg
SFB  28.400 1.00 Pg
DMV  17.800 1.00 Sg
# 2018 01 16 15 00 53.600000 36.440 53.379   8.0  1.7 0.0 0.0 0.0        70
ALA  11.700 1.00 Pg
DMV  26.620 1.00 Pg
GLO   7.960 1.00 Pg
FIR  18.000 1.00 Pg
KIA   6.500 1.00 Pg
KLST 34.520 1.00 Pn
LAS  22.230 1.00 Pg
MZPU 27.800 1.00 Pg
PRN  17.320 1.00 Pg
SFB  40.260 1.00 Pn
VRN  36.000 1.00 Pn
# 2018 01 16 19 33 12.400000 36.139 52.543  10.0  1.5 0.0 0.0 0.0        71
ALA   5.060 1.00 Pg
DMV  13.840 1.00 Pg
FIR  10.580 1.00 Pg
PRN   4.420 1.00 Pg
# 2018 01 16 21 26 10.400000 35.919 53.259   5.0  1.1 0.0 0.0 0.0        72
ALA   8.280 1.00 Pg
FIR  10.260 1.00 Pg
LAS  12.230 1.00 Pg
SFB  33.500 1.00 Pg
KIA   9.540 1.00 Pg
ANJ  14.170 1.00 Pg
ALA  14.680 1.00 Sg
# 2018 01 17 11 06 44.900000 34.982 49.838  14.0  2.0 0.0 0.0 0.0        73
VRN  28.620 1.00 Pg
RAZ   8.740 1.00 Pg
QOM  19.060 1.00 Pg
MHD  18.220 1.00 Pg
HSAM 24.100 1.00 Pg
HAGD 12.020 1.00 Pg
DMV  34.280 1.00 Pn
RAZ  15.260 1.00 Sg
MHD  31.720 1.00 Sg
HSAM 40.760 1.00 Sg
# 2018 01 18 01 00 48.100000 35.160 51.870  10.0  1.9 0.0 0.0 0.0        74
ALA  23.220 1.00 Pg
DMV   9.000 1.00 Pg
FIR  16.960 1.00 Pg
