   LON    LAT DEPTH MAG NSTUSED NPHASEP NPHASES MIND GAP  RMS SEH  SEZ YYYY MM DD HH MN   SEC
56.194 27.569  12.7 2.9     NaN      58       0  NaN NaN 0.32 2.4  4.1 2022  1  6 15  3 52.19
56.234 27.462   9.1 2.9     NaN      52       0  NaN NaN 0.49 4.0  4.4 2022  1  8  1 14  1.53
56.307 27.524  26.6 3.3     NaN      20       0  NaN NaN 0.56 4.6  6.7 2022  1  8  4 45 39.39
56.223 27.630   6.7 3.2     NaN      59       8  NaN NaN 0.37 2.3  3.1 2022  1  8 16 23 43.04
56.187 27.678   1.7 3.1     NaN      29       3  NaN NaN 0.60 2.9  2.4 2022  1 17 21 50  6.96
56.262 27.546  13.2 2.9     NaN      50       0  NaN NaN 0.41 3.4  5.0 2022  1 20 15 23  7.52
56.154 27.570   9.1 2.5     NaN      57       0  NaN NaN 0.30 2.3  3.1 2022  1 25 18 57 29.68
56.139 27.589   5.2 2.6     NaN      51       0  NaN NaN 0.35 3.4  4.4 2022  1 25 19 11  9.34
56.096 27.577   6.3 2.9     NaN      47       0  NaN NaN 0.36 3.8  4.1 2022  1 25 19 13 44.40
56.218 27.644  15.9 3.4     NaN      55       6  NaN NaN 0.53 3.0  3.6 2022  2  2  9 33 30.86
56.168 27.435  18.9 2.7     NaN      33       0  NaN NaN 0.37 2.4  3.1 2022  2  2 13 17 28.89
56.205 27.537  17.1 3.5     NaN      64       0  NaN NaN 0.37 2.4  3.2 2022  2  3  5 24  0.74
56.230 27.664   9.6 3.5     NaN      51       9  NaN NaN 0.58 2.3  3.8 2022  2  7 11  6 26.42
56.227 27.520  16.8 3.7     NaN      63       6  NaN NaN 0.61 2.4  3.8 2022  2  7 23 55 59.04
56.226 27.518  12.0 2.8     NaN      51       0  NaN NaN 0.38 3.2  4.6 2022  2  8  0  8  2.14
56.169 27.523  12.3 3.4     NaN      40       0  NaN NaN 0.35 1.8  2.7 2022  2  9 23  7 27.80
56.128 27.586   8.8 3.4     NaN      56       6  NaN NaN 0.37 2.4  3.2 2022  2 10 14 43 16.44
56.160 27.590   7.0 2.6     NaN      51       0  NaN NaN 0.27 3.4  5.5 2022  2 14 13 12 46.64
56.223 27.454  16.9 4.0     NaN      75       4  NaN NaN 0.37 1.9  2.6 2022  2 16  2  9  3.30
56.202 27.552  13.2 2.9     NaN      55       0  NaN NaN 0.32 2.3  2.9 2022  2 23 17  4 57.80
56.172 27.552  13.7 3.4     NaN      84       6  NaN NaN 0.43 2.0  2.7 2022  2 24  1 48 34.80
56.161 27.546  16.7 4.1     NaN      59       0  NaN NaN 0.22 2.6  4.3 2022  2 24  3 30 17.87
56.141 27.518  24.5 3.4     NaN       4       0  NaN NaN 0.03 4.2  5.3 2022  2 28  3 41 30.63
56.213 27.478  18.0 4.3     NaN      93       4  NaN NaN 0.35 2.1  2.4 2022  3  8 23 21 39.02
56.213 27.457  18.0 2.9     NaN      56       0  NaN NaN 0.18 2.1  2.3 2022  3  8 23 44 30.20
56.268 27.551  23.2 2.9     NaN      58       0  NaN NaN 0.20 2.9  4.8 2022  3 13 18 24 12.18
56.230 27.590   7.5 2.8     NaN      16       4  NaN NaN 0.47 2.7  6.2 2022  3 15  0 14  9.70
56.121 27.532  14.9 2.9     NaN      57       0  NaN NaN 0.37 2.4  3.4 2022  3 16  5 17 10.11
56.171 27.537  14.5 2.9     NaN      66       4  NaN NaN 0.29 2.0  2.6 2022  3 22  0 55 54.41
56.143 27.594   9.7 2.9     NaN      83       0  NaN NaN 0.26 2.2  3.6 2022  3 22 10  3  5.07
56.188 27.635   2.8 2.6     NaN      15       0  NaN NaN 0.66 4.3  7.2 2022  3 24 17 41 24.66
56.147 27.578  14.1 2.8     NaN      55       0  NaN NaN 0.30 2.7  4.8 2022  3 25  3 12  0.16
56.180 27.528  14.0 3.7     NaN      86       2  NaN NaN 0.35 1.8  3.0 2022  4  7 14 16 39.35
56.049 27.563  23.3 4.1     NaN      61       3  NaN NaN 0.50 4.6  5.5 2022  4 14  7 41  8.63
56.001 27.507  13.8 3.6     NaN      80       8  NaN NaN 0.47 3.0  3.6 2022  4 23 21 30 35.88
55.983 27.482  14.0 2.7     NaN      48       0  NaN NaN 0.25 3.3  4.1 2022  4 24  0 33  6.35
55.990 27.457  18.4 2.9     NaN      40       4  NaN NaN 0.29 3.4  4.3 2022  4 24 16 18 25.24
56.044 27.553  10.0 3.4     NaN      48       0  NaN NaN 0.31 2.9  3.8 2022  4 27  3  3  9.07
56.303 27.585  13.5 3.2     NaN      62       0  NaN NaN 0.32 3.1  3.9 2022  5 16 23 11 33.84
56.209 27.490  13.6 3.2     NaN      84       0  NaN NaN 0.41 2.7  3.6 2022  5 16 23 45 18.52
56.237 27.645  17.4 2.9     NaN       5       0  NaN NaN 0.05 8.4 10.9 2022  5 19 20 40 53.68
56.242 27.499  12.3 3.3     NaN      56       0  NaN NaN 0.50 3.1  4.7 2022  5 25  5 41 17.03
56.121 27.588  16.5 2.9     NaN      52       0  NaN NaN 0.29 1.9  2.7 2022  5 27 22 30  1.04
56.250 27.640   1.9 2.6     NaN       5       0  NaN NaN 0.33 3.7  3.7 2022  5 28 16 37 42.72
55.663 27.237   8.7 3.3     NaN       6       0  NaN NaN 0.86 4.8  5.2 2022  2 17 17 51 59.84
55.708 27.228   7.5 3.6     NaN       6       0  NaN NaN 0.86 4.6  5.2 2022  5 27  9 10 10.05
